name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
J.Leonhard,00-0023287,no,DEN,,5,0,,,,,2,,0,,,3,,,,0,,,13,1,12,1,,,0,1,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,18,,18,0,1,0,18,,,,,,,,,,,,,,,1,5,,,,,,,,,28,16,50,0,15,0,15,89,,,,,,,,,,,,,,,,,,
D.Butler,00-0028952,no,PIT,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,1,26,875,77,77,6,3374,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Worilds,00-0027889,no,PIT,,4,0,,,,,0,,,,,2,,8,,5,-30,,22,6,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ramirez,00-0025504,no,DEN,G,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Woodley,00-0025433,no,PIT,OLB,11,1,,1,,0,1,,11,,,1,,8,,4,-21,,27,6,24,7,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Woodyard,00-0025828,no,DEN,ILB,44,1,,1,,12,3,,40,,,6,,7,,5.5,-62,,73,9,54,3,,,0,,,0,,,,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Rainey,00-0029140,no,PIT,,1,,,,,,,,,,,,,,,,,,1,,,,,3,1,1,2,1,1,,0,4,1,0,,,,,,,,,,,,,,,,,,,389,,508,0,39,0,1035,,,,,,,,,,,,,,,,,,,,,,,,,16,,16,0,3,0,3,16,52,0,14,22,0,0,0,,81,60,26,71,12,2,0,0,,102
E.Sanders,00-0027685,no,PIT,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,2,2,1,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,27,,27,0,1,0,27,,,,,,,,1,-7,,,,,,1,5,,,,,,,,,30,9,78,0,9,0,9,93,341,4,44,74,1,0,0,,185,626,1,4,0,0,0,0,,4
B.Keisel,00-0021344,no,PIT,,20,0,,1,,0,0,,,,,1,,8,,4.5,-23,,26,4,22,10,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Hood,00-0027008,no,PIT,DE,17,0,,2,,1,0,,,,,3,,4,,3,-1,,25,4,4,6,1,,0,,,0,,,,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Heyward,00-0027969,no,PIT,DE,7,0,,,,,0,,,,,,,3,,1.5,-7,,13,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mundy,00-0026334,no,PIT,SS,7,0,,1,,0,0,,,,,2,,,,0,,,31,1,1,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Carter,00-0028046,yes,DEN,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Dwyer,00-0027786,no,PIT,,,,,,,,,,,,,,,,,,,,2,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,18,25,0,0,0,,105,106,156,184,17,2,0,0,,623
W.Johnson,00-0028841,no,PIT,FB,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,8,,8,0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1,15,26,1,0,0,,80,137,2,7,0,0,0,0,,7
V.Miller,00-0027940,no,DEN,OLB,13,6,,,,,1,1,26,,,2,,24,,18.5,-133,1,56,28,137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Dumervil,00-0024341,no,DEN,OLB,22,6,,,,,0,,,,,2,,17,1,11.0,-101,,32,6,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bannan,00-0021092,no,DEN,,14,1,,1,,0,0,,,,,4,,,,0,,,28,2,5,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Brooking,00-0001820,no,DEN,,21,1,,,,,0,,,,,,,1,,1,-8,,33,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harris,00-0028224,no,DEN,CB,10,0,,,,,3,2,144,,,12,,4,,2.5,-21,2,51,4,17,2,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Vickerson,00-0023648,no,DEN,,12,1,,,,,0,,,,,1,,5,,2,-11,,28,5,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Bailey,00-0000585,no,DEN,,5,0,,,,,2,,18,,,9,,,,0,,,61,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Timmons,00-0025402,no,PIT,ILB,31,2,,1,,1,3,1,80,,,5,,13,,6,-51,1,75,10,51,11,,,0,,,0,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Prater,00-0023853,no,DEN,K,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,32,,26,889,6,270,520,7,,95,78,62,55,0,55,0,55,6059,,,,,,,,1,0,,1,21,,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Bolden,00-0029563,no,DEN,SS,1,0,,,,,0,,,,,1,,,,0,,,11,,,1,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,110,,140,0,14,0,270,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Moore,00-0027983,no,DEN,FS,12,0,,1,,0,1,,23,,,7,,1,,1,-3,,61,4,13,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Adams,00-0022247,no,DEN,SS,20,2,,2,,0,0,,,,,12,,8,1,1,-2,,60,1,2,1,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Batch,00-0028170,no,PIT,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,26,0,4,5,0,0,0,,30,31,25,27,1,1,0,0,,49
M.Adams,00-0029202,no,PIT,T,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Unrein,00-0027573,no,DEN,DT,8,0,,1,,0,0,,,,,,,3,,0,,,12,,,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,,0,1,,,,,,,,
R.Ayers,00-0026994,no,DEN,DE,8,0,,,,,0,,,,,2,,6,,2,-18,,8,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Starks,00-0022785,no,PIT,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,,,,,,,,,,,,,,,,,,,,,,-3,0,,,,,,,,
W.Colon,00-0024193,no,PIT,G,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,82,,,,,,,,,,,,,,,,,,,,,,,,,-3,0,,,,,,,,
J.Mays,00-0026340,no,DEN,,13,0,,,,,0,,,,,,,1,,0.5,-7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cotchery,00-0022811,no,PIT,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,147,0,17,27,0,0,0,,44,205,,,,,,,,
L.Pope,00-0024287,no,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,9,2,3,4,2,1,0,1,7,9,,,,,,,,
C.Carter,00-0028100,no,PIT,LB,5,0,,,,,0,,,,,1,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Allen,00-0022900,no,PIT,SS,15,1,,,,,0,,,,,3,,,,0,,,20,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Willis,00-0024756,no,DEN,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,1,0,1,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,73,0,10,22,0,0,0,,26,90,,,,,,,,
Cu.Brown,00-0028033,no,PIT,,4,0,,,,,0,,,,,2,,,,0,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Ball,00-0026432,no,DEN,,,,,1,,0,,,,,0,,,,,,,,1,,,,,1,1,,,1,1,,0,1,2,0,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,14,7,11,1,0,0,,52,61,42,77,1,1,0,0,,158
M.Nugent,00-0023482,no,CIN,K,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,23,,19,668,4,185,445,17,,65,57,21,35,0,35,0,35,4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Thompson,00-0029388,no,BAL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,130,,169,0,15,0,389,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,36,0,5,6,0,0,0,,23,51,,,,,,,,
B.Leonard,00-0025439,no,CIN,,1,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,61,0,11,15,0,0,0,,72,67,33,48,0,0,0,0,,106
T.Smith,00-0027996,no,BAL,WR,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37,,,,,,,,,,,,,,,,,449,134,49,110,8,0,0,,211,855,3,9,0,0,0,0,,9
J.Flacco,00-0026158,no,BAL,QB,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,,1,1,,-10,9,1,-10,,,,,,,,,,,,,,,,,,,,,,,,,,531,317,2274,214,3012,10,10,35,-227,22,1,1,,3817,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,32,38,3,3,0,0,,22
L.Hall,00-0025405,no,CIN,CB,14,0,,,,,2,1,61,,,11,,,,0,,1,24,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Rice,00-0026195,no,BAL,,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,286,27,61,83,1,0,0,,465,478,257,305,71,9,0,0,,1143
T.Mays,00-0027887,no,CIN,SS,8,0,,1,,0,0,,,,,,,,,0,,,14,,,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Pitta,00-0027714,no,BAL,TE,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,294,114,61,94,7,0,0,,251,669,,,,,,,,
G.Atkins,00-0027720,no,CIN,DT,15,3,,,,,0,,,,,2,,20,,13.0,-104,,39,18,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tucker,00-0029597,no,BAL,K,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,33,,30,1162,3,133,647,16,,86,90,48,42,0,42,0,42,5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Tate,00-0027057,no,CIN,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,1,3,,2,2,,0,4,2,0,,,,,,,,,,,,,,,,,,,338,,427,0,33,0,810,,,,,,,,,,,,,,,,,,,,,,,,,81,11,127,0,21,0,21,187,175,44,13,25,1,0,0,,60,211,1,0,0,0,0,0,,0
C.Brown,00-0028102,no,BAL,,4,0,,,,,0,,,,,6,,,,0,,,21,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dalton,00-0027973,no,CIN,QB,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,529,329,2067,200,2475,16,16,46,-229,27,0,0,,3669,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,47,94,19,4,0,0,,120
A.Green,00-0027942,no,CIN,WR,,,,,,,,,,,,,,,,,,,2,,,,,2,1,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,,,,,,494,243,97,164,11,0,0,,361,1350,4,37,0,0,0,0,,38
J.McClain,00-0026407,no,BAL,,22,0,,1,,0,0,,,,,3,,1,,0,,,56,4,4,13,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Green-Ellis,00-0025860,no,CIN,,1,0,,,,,0,,,,,,,,,0,,,1,,,,,3,2,,,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,22,30,0,0,0,,91,104,278,288,12,6,0,0,,1094
R.Lewis,00-0009889,no,BAL,,13,1,,1,,0,0,,,,,1,,2,,1,0,,44,1,1,10,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Gresham,00-0027873,no,CIN,TE,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,75,,,,,,,,,,,,,,,,,357,97,64,94,5,0,0,,405,737,,,,,,,,
B.Pollard,00-0024269,no,BAL,,27,0,,,,,1,,0,,,6,,3,,2,-14,,71,6,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huber,00-0027103,no,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,671,,33,907,76,76,7,3540,,,,,,,,,,,,,,,,,,,1,-1,0,0,0,0,,-1
M.Lawson,00-0024237,no,CIN,OLB,9,1,,,,,0,,,,,1,,1,,2,-16,,30,3,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Leach,00-0022397,no,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,92,0,21,24,0,0,0,,130,143,9,26,5,1,0,0,,32
A.Boldin,00-0022084,no,BAL,WR,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,95,,,,,,,,,,,,,,,,,364,93,65,112,4,1,1,,243,921,1,3,0,0,0,0,,3
Mich.Johnson,00-0027044,no,CIN,DE,17,0,,1,,0,1,,3,,,2,,19,,11.5,-78,,36,15,84,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0025460,no,BAL,WR,,,,,,,,,,,,,,,,,,,1,,,,,,0,2,,2,2,,0,2,2,0,,,,,,,,,,,,,,,,,,,391,,518,0,38,2,1167,,,,,,,,,,,,,,,1,10,,,,,,,,,111,16,202,63,38,1,38,349,270,21,30,55,1,0,0,,85,406,1,6,0,0,0,0,,6
T.Newman,00-0022045,no,CIN,CB,21,1,,2,,8,2,,0,,,10,,,,0,,,52,4,14,8,,,0,,,0,,,,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Maualuga,00-0027014,no,CIN,MLB,61,0,,1,,0,0,,,,,4,,3,,0,,,61,1,1,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Howard,00-0024253,no,CIN,,0,0,,,,,0,,,,,1,,1,,1,-6,,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Clements,00-0020495,no,CIN,,21,1,,,,,1,,21,,,5,,,,0,,,31,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Kemoeatu,00-0020867,no,BAL,,14,1,,,,,0,,,,,2,,2,,1,-1,,15,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Webb,00-0027060,no,BAL,CB,1,1,,1,,0,1,,8,,,6,,1,,0,,,24,,,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,9,5,9,0,1,0,1,9,,,,,,,,,,,,,,,,,,
A.Hawkins,00-0027918,no,CIN,WR,,,,,,,,,,,,,,,,,,,5,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,299,128,51,80,4,0,0,,316,533,6,25,0,0,0,0,,30
P.McPhee,00-0028103,no,BAL,OLB,3,0,,,,,0,,,,,,,8,,1.5,-18,,18,4,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Williams,00-0026369,no,BAL,CB,8,0,,,,,4,1,90,,,17,,1,,1,-9,1,67,2,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Binns,00-0028400,no,CIN,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,131,48,24,40,1,0,0,,117,277,,,,,,,,
E.Reed,00-0021377,no,BAL,,9,0,,3,,30,4,1,78,,,15,,,,0,,1,49,1,1,9,,,0,,,0,,,,0,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,
D.Skuta,00-0026725,no,CIN,OLB,14,0,,,,,0,,,,,1,,,,0,,,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Peko,00-0024338,no,CIN,DT,29,0,,1,,0,0,,,,,3,,7,,2.0,-21,,23,5,14,5,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Nelson,00-0025408,no,CIN,FS,29,0,,,,,3,,10,,,9,,3,,1,-8,,54,6,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Ngata,00-0024227,no,BAL,DT,16,0,,,,,0,,,,,1,,12,,5.5,-55,,34,8,56,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Jones,00-0027756,no,BAL,DE,20,1,,,,,0,,,,,,,13,,4.5,-34,,27,5,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Kruger,00-0027033,no,BAL,OLB,11,0,,1,,9,1,,0,,,6,,12,,8.5,-49,,29,11,56,8,,,0,,,0,,,,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ellerbe,00-0026857,no,BAL,LB,23,1,,,,,0,,,,,2,,8,,4.5,-33,,69,8,39,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harris,00-0025630,no,CIN,LS,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pierce,00-0029264,no,BAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,47,0,7,11,0,0,0,,43,47,108,258,12,1,0,0,,532
